,x,y,"f(x, y)"
0,-0.41627404621363584,0.9465973173594833,0.18009200818217336
1,-0.6278312880731184,0.9465973173594833,-0.0029434834484119987
2,-1.012336193777971,-0.05550185844398847,0.15038810492098353
3,-1.012336193777971,1.4772582330476647,-0.7546703088475256
4,-0.8768219546401833,1.5982498453049105,-0.7961601648930793
5,-0.001406982029633963,1.5982498453049105,-0.028857051605684962
6,-1.154499768632323,-1.1089999829767663,-0.46903578407429597
7,-1.154499768632323,-0.8358473689126082,-0.24404350211002734
8,0.1289064519933273,-1.4477449385343943,0.25129083467827706
9,0.5191030550965117,-1.4477449385343943,0.6188426419713404
10,-0.5321254182099869,0.23834199281930923,0.4643647283999658
11,-0.5321254182099869,0.817719203694225,0.17652100224663037
12,0.4583080807443116,2.033279245263323,-0.003740137737298088
13,0.5870450080331268,2.033279245263323,0.10773161285961019
14,0.03764620960971388,-0.16198573455191334,1.0245462915003543
15,0.03764620960971388,1.606314491621578,0.002126620605753027
