,x,y,"f(x, y)"
0,0.3329651206138765,1.7988571031281095,0.10075779031923066
1,1.1448808229618168,1.7988571031281095,0.6845719308211495
2,-0.4864325847311809,-0.2385213195182898,0.504213146605079
3,-0.4864325847311809,2.1247945942316786,-0.9935669154537194
4,1.4351330740528385,1.5982498453049105,0.9633617758271812
5,0.600071981242515,1.5982498453049105,0.5372518105749855
6,-0.475372294667295,1.459435042505536,-0.3465382388899618
7,-0.475372294667295,0.8911419366945675,0.1708547552261161
8,-0.4021628783749306,1.5826091787731322,-0.4032221500496126
9,-0.2065103067741717,1.5826091787731322,-0.21685818685462466
10,-0.3614309064329281,0.003444853641788259,0.6463810135333978
11,-0.3614309064329281,0.034144755650567404,0.6458040714994029
12,1.8287127415311817,3.2344095913548463,-0.0287720702690758
13,1.7087808917862057,3.2344095913548463,-0.005200374575104583
14,2.9282125443466334,1.8132173103817708,-0.02828896677236667
15,2.9282125443466334,2.98535751191646,-0.7760555418402179
