,x,y,"f(x, y)"
0,0.5065999107918345,0.38445839813306404,2.4724829368714967
1,0.6116927829987108,0.38445839813306404,1.9157957179374123
2,0.06017266004597577,0.3653895875496317,7.292334386629742
3,0.06017266004597577,2.0541566551179393,0.23678837414857545
4,0.6749958737959154,0.9469513367783494,0.7394610547083179
5,1.6775950601238696,0.9469513367783494,0.2694660945945969
6,0.15442077888878636,1.0570861414406214,0.8762115583511381
7,0.15442077888878636,1.3502774612154913,0.5413906704434439
8,1.5743153253083044,1.2735883572719326,0.24387293353532835
9,1.2758182377932041,1.2735883572719326,0.3077169743167465
10,0.8950676186130094,1.8519740856567302,0.2363533110507779
11,0.8950676186130094,2.5784573033117466,0.1342356094929529
12,2.4196834070542534,1.0776293941197108,0.14252825074466643
13,2.3420663991372077,1.0776293941197108,0.15045376564503976
14,1.9834720373696664,2.204454754113426,0.11371671372167699
15,1.9834720373696664,2.4588356883376665,0.10020005677534734
16,0.5838829015947874,0.2330480760510485,2.530168153026249
17,1.577384627015706,0.2330480760510485,0.3933208352478314
18,0.13218076851608318,0.20602324037069952,16.689661922542278
19,0.13218076851608318,1.0750691255466838,0.852336618423794
20,-0.7850630867091664,-1.6515044859327646,0.29906174308116873
21,-1.8391700489575276,-1.6515044859327646,0.16366575852929538
22,-1.5992715303628515,-1.5554227767853925,0.20092387036409257
23,-1.5992715303628515,-1.3085223038454852,0.23419751958544816
24,-4.256116419735431,-4.579871423268693,0.025582154392052074
25,-4.288392500857448,-4.579871423268693,0.02540293339420446
26,-4.163742133408248,-4.280208550229033,0.028045036232626056
27,-4.163742133408248,-4.452909884689788,0.026906923976045685
28,1.9336851184572117,0.24399521368671295,0.26324990739315224
29,1.010408919676849,0.24399521368671295,0.9255318470933198
30,0.8724396362613448,1.419585594599652,0.36018199832374237
31,0.8724396362613448,1.285604121188036,0.414262412707176
32,-2.1765063949255907,-2.1277999737487465,0.10793642716412843
33,-1.3468583181362694,-2.1277999737487465,0.15768990452597734
34,-1.3727583209291474,-1.667215191124761,0.21440492796504157
35,-1.3727583209291474,-1.426871601289401,0.2550741925547621
36,-0.23127442745784432,-0.7771210384973452,1.521132402008892
37,-1.3777261966571164,-0.7771210384973452,0.39967281481557304
38,-0.20033004524703502,-0.5749303221390463,2.697766502042346
39,-0.20033004524703502,-0.13314101540984713,17.28349829783553
