,x,y,"f(x, y)"
0,1.7901219366751189,0.3653895875496317,0.2995764499306839
1,1.815153979440073,0.3653895875496317,0.2916903101307427
2,1.2388135634151336,1.7955600647211756,0.21014164637731456
3,1.2388135634151336,1.3720027804068144,0.2926500351627325
4,1.8821618841527012,0.32076887891249495,0.2743163600816084
5,0.7985223324054557,0.32076887891249495,1.3503831101847992
6,0.5965245220902257,1.6663599405646374,0.31922395818391974
7,0.5965245220902257,2.1612559152287716,0.1989309990569127
8,1.3670458498517237,1.4504552150389078,0.25172211364306213
9,2.6847543822467905,1.4504552150389078,0.10739147119283843
10,1.6476482786977216,1.1161952534516786,0.2524846577025596
11,1.6476482786977216,1.992280436459191,0.1496126635608624
12,3.421385562161835,1.6198490721687615,0.06978469240155039
13,5.212476216858446,1.6198490721687615,0.033564008326480696
14,3.401709168817922,3.785056746141027,0.038612603082132144
15,3.401709168817922,2.5304965357841533,0.05563270579635913
16,1.2247036958412698,1.0230538302867225,0.39268995363696857
17,2.529138739839256,1.0230538302867225,0.13435114347071817
18,0.8506365218267773,1.448953667094373,0.35422690909189747
19,0.8506365218267773,0.8925675698536895,0.6577824987997939
20,0.9270077280392607,0.290057672500614,1.0599094963480353
21,1.953814369766218,0.290057672500614,0.2563100953618213
22,0.47880363741595267,1.2354759975067267,0.5695883572056942
23,0.47880363741595267,0.4251690391257734,2.438895693680576
24,-1.8220177839706726,-1.3990963081646604,0.1894937363913214
25,-1.4775538147326643,-1.3990963081646604,0.24150880666194374
26,-1.6239041234758078,-2.1810679364168104,0.13524256258819423
27,-1.6239041234758078,-2.01516228027196,0.1492995547621163
28,2.937535536020636,0.24399521368671295,0.11509269573611121
29,3.46180944962936,0.24399521368671295,0.08303124952672555
30,2.4135893902101584,3.3206503059045565,0.059339672168057
31,2.4135893902101584,3.360778646251338,0.05841037273289873
32,0.0705412079549892,-0.09540526247133596,71.03167621977775
33,0.6568190156682432,-0.09540526247133596,2.2700785891379995
34,0.1722436915077814,0.040251061026047585,31.961097281766534
35,0.1722436915077814,0.6650762451859252,2.118669648152338
36,0.6263439605674763,0.30515052986088453,2.0600564006438
37,1.6170392661490112,0.30515052986088453,0.36928537790591315
38,0.08486804661751546,0.10748143117951803,53.3195601513819
39,0.08486804661751546,1.2746997915864433,0.6127217665527762
